UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Dps Nutrition,@DpsNutrition,2022-06-16T23:34:00.000Z,"Dps Nutrition
@DpsNutrition
·
Jun 16, 2022","Special - while supplies last - get a 25 serving tub of Dymatize 100% Whey Isolate for only $26.99 at DPS Nutrition with coupon DPS10!

Order now at - >
 https://dpsnutrition.net/b/32/dymatize.htm…
@dymatize
 #Dymatize",,,,1,['https://pbs.twimg.com/media/FU1aWEpUcAAIKUN?format=jpg&name=small'],https://twitter.com/DpsNutrition/status/1537579273313132544
Dps Nutrition,@DpsNutrition,2022-06-16T19:51:00.000Z,"Dps Nutrition
@DpsNutrition
·
Jun 16, 2022","Get a twinpack of Dymatize 100% Whey Isolate - 50 servings - for only $49.99 at DPS Nutrition with coupon DPS10!

Order #Dymatize's 100% Whey Isolate Protein is simply muscle-building fuel now at - >
 https://dpsnutrition.net/b/32/dymatize.htm…
@dymatize",,,,1,['https://pbs.twimg.com/media/FU1eMGMVEAY5I-x?format=jpg&name=small'],https://twitter.com/DpsNutrition/status/1537523153391460352
Wodify,@Wodify,2022-06-16T19:00:59.000Z,"Wodify
@Wodify
·
Jun 16, 2022","Earlier this month we announced The CrossFit Mayhem Affiliate Programming is available through Wodify’s Workout Marketplace! Check out more of how Mayhem Nation came about, what they have to offer, & how to get your gym signed up today in our latest blog!",,,,,['https://pbs.twimg.com/card_img/1669160778392571905/1Bxrf_fU?format=jpg&name=small'],https://twitter.com/Wodify/status/1537510567564419072
Roger,@FrankStain2,2022-06-17T22:20:16.000Z,"Roger
@FrankStain2
·
Jun 17, 2022",The cleanest and the best whey protein powder. Only one ingredient.,,,,,['https://pbs.twimg.com/media/FVfM6g7VUAIkNDA?format=jpg&name=900x900'],https://twitter.com/FrankStain2/status/1537923105703612418
Walk Like an Egyptian Bot,@egyptian_bot,2022-06-17T21:10:49.000Z,"Walk Like an Egyptian Bot
@egyptian_bot
·
Jun 17, 2022",When the buzzer rings (oh whey oh) they're walking like an Egyptian,,,,,[],https://twitter.com/egyptian_bot/status/1537905627988561926
Vibin Filip,@VibinFilip,2022-06-17T21:10:02.000Z,"Vibin Filip
@VibinFilip
·
Jun 17, 2022",anyone got the mp vimto clear whey ????,,,,,[],https://twitter.com/VibinFilip/status/1537905431250468868
John T Weatherly,@jtwheat27,2022-06-17T22:28:44.000Z,"John T Weatherly
@jtwheat27
·
Jun 17, 2022","Here you go! 
@nsca
 @iusca
 @ACSMNews
 @CrossFit
 @JakeMcfarlandPT
 @aaronjcunanan
 https://twitter.com/drivelinekyle/status/1537897381336715264…",,,,,[],https://twitter.com/jtwheat27/status/1537925237085392896
São Paulo FC,@SaoPauloFC,2022-06-17T22:05:11.000Z,"São Paulo FC
@SaoPauloFC
·
Jun 17, 2022"," Na #SPFCtv, o treino desta sexta-feira no CT da Barra Funda 

#VamosSãoPaulo ",🎥,61,59,"1,259",['https://pbs.twimg.com/ext_tw_video_thumb/1537919170049781761/pu/img/EskGV55mbQRxgMJV.jpg'],https://twitter.com/SaoPauloFC/status/1537919310181543936
Walk Like an Egyptian Bot,@egyptian_bot,2022-06-17T22:10:50.000Z,"Walk Like an Egyptian Bot
@egyptian_bot
·
Jun 17, 2022","All the kids in the marketplace say ay oh whey oh, ay oh whey oh",,,,,[],https://twitter.com/egyptian_bot/status/1537920730716704769
PersonalFitness3,@personalfitnes3,2022-06-17T22:16:21.000Z,"PersonalFitness3
@personalfitnes3
·
Jun 17, 2022","Classic Whey #Protein - PUMPKIN PIE Flavor - Taste Test Only - NUTRABIO https://youtu.be/Vi9k1E64rEw via #YouTube
LIKE  SHARE  COMMENT",▪ ▪,,,,['https://pbs.twimg.com/media/FVfMBEkUsAEIGcd?format=jpg&name=small'],https://twitter.com/personalfitnes3/status/1537922120847568903
diedra,@bbymooseknuckle,2022-06-17T22:04:41.000Z,"diedra
@bbymooseknuckle
·
Jun 17, 2022",i hate to say this but I’m actually really embarrassed that I ever did CrossFit lmfao,,,,2,[],https://twitter.com/bbymooseknuckle/status/1537919183471538178
mundinho bill evans,@pepedrop0,2022-06-17T23:25:00.000Z,"mundinho bill evans
@pepedrop0
·
Jun 17, 2022",antes do crossfit/// depois do crossfit,,1,,4,"['https://pbs.twimg.com/media/FVfbuZ2UEAMOKVv?format=jpg&name=small', 'https://pbs.twimg.com/media/FVfbuZ4UUAAtauO?format=jpg&name=360x360']",https://twitter.com/pepedrop0/status/1537939395558318081
Grandota,@memiigrandota,2022-06-17T23:59:15.000Z,"Grandota
@memiigrandota
·
Jun 17, 2022","Caminadora 
Crossfit 
Zumba ",✅ ✅ ✅,,,,[],https://twitter.com/memiigrandota/status/1537948015016542213
Vin,@_vinylic_,2022-06-17T21:12:49.000Z,"Vin
@_vinylic_
·
Jun 17, 2022",The way I'm taking whey in my house. I might as well be doing drugs. Both equally shady.,,,,2,[],https://twitter.com/_vinylic_/status/1537906133720915968
ɮʀɛɛʐʏ ȶǟʀǟռȶɨռօ,@BreezySkywalker,2022-06-17T23:02:00.000Z,"ɮʀɛɛʐʏ ȶǟʀǟռȶɨռօ
@BreezySkywalker
·
Jun 17, 2022",i’ve been wearing the hoochie daddy shorts ever since i started crossfit. y’all don’t hop on the trend now mfs lmao,,,,1,[],https://twitter.com/BreezySkywalker/status/1537933611088744450
BEEWEEK,@lavaticxbee,2022-06-17T20:46:07.000Z,"BEEWEEK
@lavaticxbee
·
Jun 17, 2022",WHEY THEY WHEN THEY WHEN THEY :(((((,,1,,1,"['https://pbs.twimg.com/profile_images/1531905919247736832/VLYZLAWF_mini.jpg', 'https://pbs.twimg.com/media/FQCh6gCXwAUGtes?format=jpg&name=small']",https://twitter.com/lavaticxbee/status/1537899414647238656
What X Can Teach Us,@WhatXCanTeachUs,2022-06-17T23:37:57.000Z,"What X Can Teach Us
@WhatXCanTeachUs
·
Jun 17, 2022","Excited to announce this great post idea, ""What purple heritage carrots can teach us about the perils of crossfit""",,,,,[],https://twitter.com/WhatXCanTeachUs/status/1537942657711734788
costco_carts,@CartsCostco,2022-06-17T21:43:04.000Z,"costco_carts
@CartsCostco
·
Jun 17, 2022","Frito Lay Ruffles Potato Chips, Beef Chuck Pot Roast Boneless, Kirkland Organic Boneless Skinless Chicken Breasts, Don Lee Farms Organic Veggie Bowl, Cytosport 100% Whey Vanilla Protein Powder",,,,,[],https://twitter.com/CartsCostco/status/1537913744923119618
Rogério Araujo,@LRoger_Arq,2022-06-17T23:33:25.000Z,"Rogério Araujo
@LRoger_Arq
·
Jun 17, 2022","Como é inspirador ver um tetra campeão mundial terminar o treino e ir catar lixo no circuito!

Por quê?  Porque é o CERTO!

Parabéns, Vettel! Você é campeão até nisso!",,2,3,32,['https://pbs.twimg.com/media/FVfdp-WVUAIgOAl?format=jpg&name=small'],https://twitter.com/LRoger_Arq/status/1537941516517158913
PersonalFitness3,@personalfitnes3,2022-06-17T23:35:23.000Z,"PersonalFitness3
@personalfitnes3
·
Jun 17, 2022","#videos2watchNOW
Classic WHEY and 100% Whey #Protein ISOLATE - Taste Test Only - NUTRABIO https://youtu.be/AGZdi3BuqyU via YouTube
LIKE  SHARE  COMMENT",▪ ▪ ❤ ❤,,,,['https://pbs.twimg.com/card_img/1669249465805332481/b_aEq-CX?format=jpg&name=240x240'],https://twitter.com/personalfitnes3/status/1537942009188495362
bayON,@muskitera,2022-06-17T21:38:25.000Z,"bayON
@muskitera
·
Jun 17, 2022",simplesmente o whey hahahaha https://twitter.com/Cienciaymas_/status/1537875910216622086…,,,,,[],https://twitter.com/muskitera/status/1537912572619304960
Clutch City Brasil,@ClutchCityBR,2022-06-17T22:12:29.000Z,"Clutch City Brasil
@ClutchCityBR
·
Jun 17, 2022","Fonte: O brasileiro Gui Santos tem um treino pré-draft marcado com o Cavs para segunda-feira, em Cleveland.

Source: Brazilian prospect Gui Santos has a pre-draft workout scheduled with the Cavs in Cleveland for next Monday.

#LetEmKnow",,2,6,39,[],https://twitter.com/ClutchCityBR/status/1537921147890569216
NationalNutrition.ca,@NTLnutrition,2022-06-17T22:45:13.000Z,"NationalNutrition.ca
@NTLnutrition
·
Jun 17, 2022","Your Favourite Canadian  Brand is 10% OFF right now at National Nutrition. Use Code: NATF10
 https://nationalnutrition.ca/natural-factors
.
#vitamins #protein #omega3 #whey #vegan #organic #childrenshealth #curucmin #naturalhealth #wellness #onsale #proudlycanadian",,,,,['https://pbs.twimg.com/media/FVfST2SUAAQ_v97?format=jpg&name=small'],https://twitter.com/NTLnutrition/status/1537929384635510784
Gleydson Gomes ˢᵖᶠᶜ,@ggomespfc,2022-06-17T23:13:39.000Z,"Gleydson Gomes ˢᵖᶠᶜ
@ggomespfc
·
Jun 17, 2022",André Anderson no treino hoje é o Ceni insiste que ele tem que ser banco ,🤡,9,4,33,['https://pbs.twimg.com/ext_tw_video_thumb/1537936487567659012/pu/img/_viC7GyLnS37JlGM.jpg'],https://twitter.com/ggomespfc/status/1537936538981437441
Daniella Keeping,@daniellacarterr,2022-06-17T22:12:31.000Z,"Daniella Keeping
@daniellacarterr
·
Jun 17, 2022",First CrossFit comp completed ,✅,,,,"['https://pbs.twimg.com/media/FVfLIhEUAAIP_MO?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FVfLIhBUAAERcHA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FVfLIhEUsAMi8FT?format=jpg&name=360x360']",https://twitter.com/daniellacarterr/status/1537921154840596480
allison,@kma126,2022-06-17T22:02:27.000Z,"allison
@kma126
·
Jun 17, 2022","If you’re in town this weekend, come out to RSHS football field to support all the teams competing in the Best of the West CrossFit comp!",🪷,,,2,['https://pbs.twimg.com/media/FVfI1GQVEAA2g4E?format=jpg&name=small'],https://twitter.com/kma126/status/1537918622298873859
Ituano Futebol Clube,@ituanooficial,2022-06-17T23:28:27.000Z,"Ituano Futebol Clube
@ituanooficial
·
Jun 17, 2022",Ituano com desfalques para o jogo. Lateral Pacheco e atacante Kaio sentiram no último treino. Jogam Cordoba e Lucas Siqueira. Confiram a escalação  a escalação:,,3,7,37,['https://pbs.twimg.com/media/FVfcg_hUsAEd8XJ?format=jpg&name=small'],https://twitter.com/ituanooficial/status/1537940264970358784
FitFam Tweets,@FitFamTweets,2022-06-17T21:40:08.000Z,"FitFam Tweets
@FitFamTweets
·
Jun 17, 2022","#Protein sources usually consumed at breakfast: eggs, quinoa, yogurt, cottage cheese, oatmeal, peanut butter, omelets, nuts, T. Bacon, whey",,,,,[],https://twitter.com/FitFamTweets/status/1537913007451230208
Carol Politta,@politta_c,2022-06-17T21:51:12.000Z,"Carol Politta
@politta_c
·
Jun 17, 2022","Treino livre 2: xoxo, capenga, manco, anêmico.",,14,7,249,[],https://twitter.com/politta_c/status/1537915791055548417
PersonalFitness3,@personalfitnes3,2022-06-17T23:52:14.000Z,"PersonalFitness3
@personalfitnes3
·
Jun 17, 2022","100% WHEY PROTEIN ISOLATE by #NutraBio

Ultra-clean #Protein with unquestionable purity. Why settle for anything less when you can have the best?
https://instagram.com/p/CRpCrQND_8W/?utm_medium=share_sheet…
LIKE  SHARE  COMMENT",💪 😎 ▪ ▪,,,,['https://pbs.twimg.com/card_img/1669903171148480512/LCPmqlOW?format=jpg&name=240x240'],https://twitter.com/personalfitnes3/status/1537946251303342082
I am become Life.,@MikePerryavatar,2022-06-17T19:35:19.000Z,"I am become Life.
@MikePerryavatar
·
Jun 17, 2022","Folks like to hate on CrossFit but at least a lot of doctors in America got some extra practice dealing with rhabdomyolysis. May come in handy. ""Just the flu."" https://twitter.com/MLS_Dave/status/1537573277509505026…",,12,9,84,[],https://twitter.com/MikePerryavatar/status/1537881594848956423
GLOBAL PHAREZ,@funmee001,2022-06-17T21:38:16.000Z,"GLOBAL PHAREZ
@funmee001
·
Jun 17, 2022","Masters whey Unilorin use 2 show me n my colleagues for 5 years. Na him my fam overseas bag easily in 1year.

Nigeria go just tire you any how. Any research/academic work is further suspended till I comot this trenches. I don't even have the  strength for  old cargo lecturer(s)",🌶,1,,3,[],https://twitter.com/funmee001/status/1537912538549014531
cactus panch,@cactuspanch,2022-06-17T22:08:11.000Z,"cactus panch
@cactuspanch
·
Jun 17, 2022","CrossFit fucked w my squat numbers. Man, 315 for 6 was so tiring wtf",,,,4,[],https://twitter.com/cactuspanch/status/1537920066125111296
David Dieckhaus,@dekehouse,2022-06-17T22:34:04.000Z,"David Dieckhaus
@dekehouse
·
Jun 17, 2022","Finally, a Whey Isolate that tastes great. The ingredients aren't the best that I've seen, but nonetheless it's pretty solid. 7/10 - clean up the ingredient list and you've got a winner here. 
@LabsPrimeval",,1,,1,['https://pbs.twimg.com/media/FVfQERNUsAAfhEd?format=jpg&name=900x900'],https://twitter.com/dekehouse/status/1537926577538756608
F24,@F24______,2022-06-17T20:41:54.000Z,"F24
@F24______
·
Jun 17, 2022","CNP Whey is a great tasting, advanced whey protein formula providing 22g of protein per 30g serving. Rich in branched chain amino acids (BCAAs) and glutamine, whey protein is considered the ultimate protein source as it provides all the essential amino acids.",,,,,['https://pbs.twimg.com/media/FVe2ZhtVIAEQgC5?format=jpg&name=small'],https://twitter.com/F24______/status/1537898350447513603
BTS Universe BR,@btsuniversebr,2022-06-17T20:45:42.000Z,"BTS Universe BR
@btsuniversebr
·
Jun 17, 2022"," WEVERSE 17.06.22 | Seokjin (#JIN) respondeu a um post:

ARMY: ""É possível?""

Tradução da imagem:

""Treino de dieta do Jungkook

100 agachamentos 
30 minutos de treino de abdominal 
2 séries de 20 repetições de afundo (+)

(
@BTS_twt
) 
#BTS #방탄소년단 #BTSARMY",🎂 🔟 💬 🎂 🔟,1,17,65,"['https://pbs.twimg.com/media/FVe3Q_yUYAQWAMB?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FVe3Q_1UEAAOOwy?format=jpg&name=small']",https://twitter.com/btsuniversebr/status/1537899307675701256
juanperreo,@juanpecamara,2022-06-17T23:33:18.000Z,"juanperreo
@juanpecamara
·
Jun 17, 2022",Hay un hombre en el crossfit que yo pensaba que era tipo de Cumaná porque le sentía un acento oriental súper marcado. Resulta que el carajo es RUSO. Mira quedé fue:,,2,,59,['https://pbs.twimg.com/media/FVfdoQNUYAIKkKS?format=jpg&name=small'],https://twitter.com/juanpecamara/status/1537941488058761217
@yoligrilla,@yoligrilla,2022-06-17T21:09:53.000Z,"@yoligrilla
@yoligrilla
·
Jun 17, 2022","Lo más cerca que estuve de comer otras fuentes de proteína fue cuando decían que las hamburguesas del Corral eran de lombriz  y yo pensaba, qué deliciosa es la lombriz.",🪱,,4,12,[],https://twitter.com/yoligrilla/status/1537905395225677825
Central do Timão,@centraldotimao,2022-06-17T21:54:58.000Z,"Central do Timão
@centraldotimao
·
Jun 17, 2022","Foco no Goiás! 

Corinthians faz penúltimo treino no CT, antes de enfrentar equipe goiana pelo Brasileirão. Confira:

https://centraldotimao.com.br/escalacao-corinthians-faz-penultimo-treino-antes-de-encarar-o-goias/…",🏴 🏳,,10,36,[],https://twitter.com/centraldotimao/status/1537916741321248771
The CrossFit Games,@CrossFitGames,2022-06-17T22:34:14.000Z,"The CrossFit Games
@CrossFitGames
·
Jun 17, 2022","CrossFit Semifinal season is over.

The final week did not disappoint.",,,3,39,"['https://pbs.twimg.com/profile_images/654360047485513728/-pZGrVSW_bigger.png', 'https://pbs.twimg.com/card_img/1662209038044782592/q8tyMZ07?format=jpg&name=small']",https://twitter.com/CrossFitGames/status/1537926621759344640
LH News | Fan Account,@LH44NEWS,2022-06-17T22:10:55.000Z,"LH News | Fan Account
@LH44NEWS
·
Jun 17, 2022", | Resultado final do segundo treino livre do GP do Canadá.,🏁,,3,78,['https://pbs.twimg.com/media/FVfKxaVVUAE3U3l?format=jpg&name=small'],https://twitter.com/LH44NEWS/status/1537920755018571778
Meu Timão,@MeuTimao,2022-06-17T21:41:33.000Z,"Meu Timão
@MeuTimao
·
Jun 17, 2022",Veja como foi o treino do Corinthians,,,5,79,[],https://twitter.com/MeuTimao/status/1537913363161751553
ge,@geglobo,2022-06-17T22:30:00.000Z,"ge
@geglobo
·
Jun 17, 2022",Verstappen lidera 2º treino do GP do Canadá e fecha dia como o mais rápido  http://glo.bo/3xyxECJ,➡,3,,93,['https://pbs.twimg.com/media/FVfNOLpVUAQEOeF?format=jpg&name=small'],https://twitter.com/geglobo/status/1537925555596627968
ge,@geglobo,2022-06-17T19:25:00.000Z,"ge
@geglobo
·
Jun 17, 2022"," Sobrou na pista 

Verstappen lidera 1º treino do GP do Canadá, em retorno da etapa à F1  http://glo.bo/3xZ0fm3",🏎 ➡,5,1,85,['https://pbs.twimg.com/media/FVejjfuUAAAdlBt?format=jpg&name=small'],https://twitter.com/geglobo/status/1537878998331453440
Central do Timão,@centraldotimao,2022-06-17T23:21:45.000Z,"Central do Timão
@centraldotimao
·
Jun 17, 2022","De  no Internacional! 

Corinthians realiza último treino antes de enfrentar equipe gaúcha pelo Brasileirão Feminino. Confira:

https://centraldotimao.com.br/corinthians-faz-ultimo-treino-antes-de-confronto-com-o-internacional-pelo-brasileirao-feminino/…",👀 🏴 🏳,,8,29,[],https://twitter.com/centraldotimao/status/1537938580353343489
Red Bull Bragantino,@RedBullBraga,2022-06-17T23:11:35.000Z,"Red Bull Bragantino
@RedBullBraga
·
Jun 17, 2022","O Braga já desceu a Serra e está pronto para o confronto contra o Santos, pelo 
@Brasileirao
!

Hora de conferir como foi o último treino do Massa Bruta e o que disse o volante Eric Ramires sobre a evolução do time e a importância de garantir os três pontos na Vila Belmiro.",,2,2,34,[],https://twitter.com/RedBullBraga/status/1537936022046027778
Diabetes Self-Mgmt,@ManageDiabetes,2022-06-17T23:00:29.000Z,"Diabetes Self-Mgmt
@ManageDiabetes
·
Jun 17, 2022","Consuming whey protein before meals helped reduce elevated blood glucose in people with type 2 diabetes, according to a new study: https://diabetesselfmanagement.com/news-research/2022/06/17/whey-protein-shot-improves-time-in-target-glucose-range-in-type-2/… 
@DiabetesRC",,1,1,3,[],https://twitter.com/ManageDiabetes/status/1537933228908040195
Radix House Coffee Shop,@RadixHouseATX,2022-06-18T22:51:03.000Z,"Radix House Coffee Shop
@RadixHouseATX
·
Jun 18, 2022",Just posted a photo @ SoLa CrossFit,,,,,[],https://twitter.com/RadixHouseATX/status/1538293242504138754
NOFX10,@NOFXTRADER,2022-06-18T19:30:27.000Z,"NOFX10
@NOFXTRADER
·
Jun 18, 2022",Whey protein!!!,💪,,,6,"['https://pbs.twimg.com/media/FVjvm5EWIAERRdQ?format=jpg&name=small', 'https://pbs.twimg.com/media/FVjvoEaWIAYEwmM?format=jpg&name=small']",https://twitter.com/NOFXTRADER/status/1538242757197717506
PersonalFitness3,@personalfitnes3,2022-06-18T20:20:19.000Z,"PersonalFitness3
@personalfitnes3
·
Jun 18, 2022","#OptimumNutrition Platinum Hydro-Whey #Protein Supplement https://youtu.be/4I7frRg1z2k?list=PLRaNGf3511gMhJKt3zEFn9c6kQdqP2nl8…
LIKE  SHARE  COMMENT",▪ ▪,,,,['https://pbs.twimg.com/media/FVj7DQfXoAAZRx5?format=jpg&name=small'],https://twitter.com/personalfitnes3/status/1538255309298335745
richard,@akinjide_,2022-06-18T23:11:18.000Z,"richard
@akinjide_
·
Jun 18, 2022","whey housemaster en son that
en popi go coke lash am en",😂 🤣 ❤ 🧳,1,,,['https://pbs.twimg.com/profile_images/1585328253593681920/EF94LF4x_mini.jpg'],https://twitter.com/akinjide_/status/1538298338566610945
,@sialmoraes,2022-06-18T20:15:48.000Z,"@sialmoraes
·
Jun 18, 2022",Onde vcs compram Whey?,👾,13,,7,[],https://twitter.com/sialmoraes/status/1538254172017106945
ALONGE,@Agbaje0121,2022-06-18T22:55:27.000Z,"ALONGE
@Agbaje0121
·
Jun 18, 2022","Whey I realized say the number of POS shop in Ago plenty pass the number of students wey dey OOU
#OnlyInOOU",,,,5,['https://pbs.twimg.com/media/FVkejrpXsAYeo7G?format=jpg&name=small'],https://twitter.com/Agbaje0121/status/1538294348386820096
Darragh Buckley,@darraghbucks94,2022-06-18T23:18:23.000Z,"Darragh Buckley
@darraghbucks94
·
Jun 18, 2022",Pairing Jon Rahm with Fitzpatrick of Zalatoris is going to look like a CrossFit’s social media page of a before and after.,,,,,[],https://twitter.com/darraghbucks94/status/1538300119409475589
#KASHAMADUPE,@jabusky17,2022-06-18T17:45:59.000Z,"#KASHAMADUPE
@jabusky17
·
Jun 18, 2022","Queen's bake whey i dey buy ₦500 is now ₦900 within 6 months 
If e enter ₦1200 before December, e no fit shock me",,,,,['https://pbs.twimg.com/profile_images/1613989985153126422/d8YXsbgw_mini.jpg'],https://twitter.com/jabusky17/status/1538216470328532992
